ATTRIBUTE,SYSTEM_NAME,SUBSYSTEM_NAME,CLASS_NAME,SUBCLASS_NAME,SPLIT_CLASS_NAME,SPLIT_SUBCLASS_NAME,WATER_REGIME_NAME,WATER_REGIME_SUBGROUP,FIRST_MODIFIER_NAME,FIRST_MODIFIER_GROUP,FIRST_MODIFIER_SUBGROUP,SECOND_MODIFIER_NAME,SECOND_MODIFIER_GROUP,SECOND_MODIFIER_SUBGROUP
PFO1/EM1S,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/EM1Sd,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Temporary Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/EM1Sh,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Temporary Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1/EM1T,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/EM1Td,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/EM1Tx,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded-Tidal,Freshwater Tidal,Excavated,Special Modifier,,,,
PFO1/EM5A,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Temporary Flooded,Nontidal,,,,,,
PFO1/EM5Ad,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/EM5Ah,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/EM5Ax,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/EM5B,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Saturated,Nontidal,,,,,,
PFO1/EM5Ba,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO1/EM5C,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded,Nontidal,,,,,,
PFO1/EM5Cd,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/EM5Ch,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/EM5D,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Continuously  Saturated,Nontidal,,,,,,
PFO1/EM5E,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO1/EM5Eb,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1/EM5Ed,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/EM5Eh,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/EM5F,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Semipermanently Flooded,Nontidal,,,,,,
PFO1/EM5Fb,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/EM5Fh,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/EM5Fx,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Semipermanently Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/EM5K,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Artificially Flooded,Nontidal,,,,,,
PFO1/EM5R,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/EM5S,Palustrine,,Forested,Broad-Leaved Deciduous,Emergent,Phragmites australis,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS1A,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,,,,,,
PFO1/SS1Ab,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS1Ad,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Ah,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1Ax,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/SS1B,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,,,,,,
PFO1/SS1Ba,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO1/SS1Bb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS1Bd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Bdg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PFO1/SS1Bg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS1Bh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1Bm,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Managed,Special Modifier,,,,
PFO1/SS1C,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,,,,,,
PFO1/SS1Cb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS1Cd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Cg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Organic,Soil,,,,
PFO1/SS1Ch,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1Cm,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Managed,Special Modifier,,,,
PFO1/SS1Cx,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/SS1D,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,,,,,,
PFO1/SS1Db,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS1Dd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Dg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS1Dh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1Dx,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Excavated,Special Modifier,,,,
PFO1/SS1E,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO1/SS1Eb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS1Ed,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Eg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS1Eh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1Ex,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Excavated,Special Modifier,,,,
PFO1/SS1F,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,,,,,,
PFO1/SS1Fb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS1Fd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Fg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Organic,Soil,,,,
PFO1/SS1Fh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1Fx,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/SS1K,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Artificially Flooded,Nontidal,,,,,,
PFO1/SS1Kd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Artificially Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Kf,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Artificially Flooded,Nontidal,Farmed,Special Modifier,,,,
PFO1/SS1Kx,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Artificially Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/SS1R,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS1R3,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,Mixohaline/Mixosaline (Brackish),Water Chemistry,Coastal Halinity/Inland Salinity,,,
PFO1/SS1Rd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Rh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1S,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS1Sd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Sh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS1T,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS1Td,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS1Th,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Semipermanently Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS2A,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Temporary Flooded,Nontidal,,,,,,
PFO1/SS2Ah,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS2B,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Saturated,Nontidal,,,,,,
PFO1/SS2Bg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS2C,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded,Nontidal,,,,,,
PFO1/SS2Cd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS2Ch,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS2D,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Continuously  Saturated,Nontidal,,,,,,
PFO1/SS2F,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Semipermanently Flooded,Nontidal,,,,,,
PFO1/SS2Fd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Deciduous,Semipermanently Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3A,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Temporary Flooded,Nontidal,,,,,,
PFO1/SS3Ad,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3B,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PFO1/SS3Ba,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO1/SS3Bd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3Bg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS3Bh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS3Bha,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PFO1/SS3C,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PFO1/SS3Cb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS3Cd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3Ch,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS3D,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Continuously  Saturated,Nontidal,,,,,,
PFO1/SS3Dd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3Dg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Continuously  Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS3E,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO1/SS3Ed,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3Eh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS3R,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS3Rd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS3Rh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS3S,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Evergreen,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS4A,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Temporary Flooded,Nontidal,,,,,,
PFO1/SS4Ad,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS4B,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PFO1/SS4Ba,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO1/SS4Bb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS4Bd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS4Bg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS4Bm,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Managed,Special Modifier,,,,
PFO1/SS4C,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PFO1/SS4Cb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS4Cd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS4Ch,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS4D,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,,,,,,
PFO1/SS4Dd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS4E,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO1/SS4Eb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS4Ed,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SS4Eg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Organic,Soil,,,,
PFO1/SS4Ks,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Artificially Flooded,Nontidal,Spoil,Special Modifier,,,,
PFO1/SS4R,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS4S,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Needle-Leaved Evergreen,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SS5F,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Dead,Semipermanently Flooded,Nontidal,,,,,,
PFO1/SS5Fb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Dead,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SS5Fh,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Dead,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/SS6A,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Deciduous,Temporary Flooded,Nontidal,,,,,,
PFO1/SS6C,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Deciduous,Seasonally Flooded,Nontidal,,,,,,
PFO1/SS6F,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Deciduous,Semipermanently Flooded,Nontidal,,,,,,
PFO1/SS7A,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Evergreen,Temporary Flooded,Nontidal,,,,,,
PFO1/SS7B,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Evergreen,Seasonally Saturated,Nontidal,,,,,,
PFO1/SS7C,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Evergreen,Seasonally Flooded,Nontidal,,,,,,
PFO1/SS7R,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/SSA,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Temporary Flooded,Nontidal,,,,,,
PFO1/SSB,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Seasonally Saturated,Nontidal,,,,,,
PFO1/SSBg,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO1/SSC,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Seasonally Flooded,Nontidal,,,,,,
PFO1/SSCd,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1/SSE,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO1/SSFb,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/SST,Palustrine,,Forested,Broad-Leaved Deciduous,Scrub-Shrub,,Semipermanently Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1/UBF,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Bottom,,Semipermanently Flooded,Nontidal,,,,,,
PFO1/UBFb,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Bottom,,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1/UBFd,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Bottom,,Semipermanently Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
